"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 01 14:52:12 UTC 2025","Fri Aug 01 14:52:13 UTC 2025","1403","api","test_api_login","","","","Тест успешного логина","Проверка успешного логина через API"
